Symbol,Company Name,Security Type,Caveat Emptor,OTC Tier
CCYPQ,Lehman ABS Corp.,Structured Product,N,Pink Current
CCYY,Clarion County Community Bank (PA),Common Stock,N,Pink Current
CCZFF,Critical Control Energy Services Corp.,Ordinary Shares,N,Grey Market
CDAB,Coeur D Alene Bancorp,Common Stock,N,Pink Current
CDBMF,Cordoba Minerals Corp.,Ordinary Shares,N,OTCQB
CDBT,China Dasheng Biotechnology Co.,Common Stock,N,Pink No Information
CDCLF,Canada Coal Inc,Ordinary Shares,N,Grey Market
CDCTF,"GoldCrest Co., Ltd.",Ordinary Shares,N,Pink Current
CDDRF,Corridor Resources Inc.,Ordinary Shares,N,Grey Market
CDELF,Candelaria Mining Corp.,Ordinary Shares,N,Pink Current
CDEVF,"City Developments, Ltd.",Ordinary Shares,N,Pink Current
CDEVY,"City Developments, Ltd.",American Depository Receipts,N,Pink Current
CDFT,"Citadel EFT, Inc.",Common Stock,Y,Grey Market
CDFZF,Canadian Convertible Debenture Fund,Fund,N,Grey Market
CDGLF,"Comfortdelgro Corp., Ltd.",Ordinary Shares,N,Pink Current
CDGLY,"Comfortdelgro Corp., Ltd.",American Depository Receipts,N,Pink Current
CDGXF,"China Dongxiang Group Co., Ltd.",Ordinary Shares,N,Pink Current
CDGXY,"China Dongxiang Group Co., Ltd.",American Depository Receipts,N,Pink Current
CDHSF,CDL Hospitality Trust,Ordinary Shares,N,Grey Market
CDID,Quad Energy Corp,Common Stock,Y,Grey Market
CDIIQ,"CD International Enterprises, Inc.",Common Stock,N,Pink No Information
CDIV,"Cascadia Investments, Inc.",Common Stock,Y,Grey Market
CDIX,Cardiff Lexington Corporation,Common Stock,N,Pink Current
CDLBF,Cloudbuy PLC,Ordinary Shares,N,Grey Market
CDLDY,Companhia de Locacao Das Americas,American Depository Receipts,N,Grey Market
CDMGF,Icade SA,Ordinary Shares,N,Pink Current
CDNAF,Canadian Tire Corp. Ltd.,Ordinary Shares,N,Pink Current
CDNMF,Canadian Energy Matls Corp,Ordinary Shares,N,Grey Market
CDNN,China Industrial Steel Inc.,Common Stock,N,Pink No Information
CDNO,"Consolidated Capital of North America, Inc.",Common Stock,N,Grey Market
CDNTF,Canadian Tire Corp. Ltd.,Ordinary Shares,N,Grey Market
CDPEF,Caisse Regionale du Credit Agricole Mutuel Alpes Provence,Ordinary Shares,N,Grey Market
CDPYF,Canadian Apartment Properties Real Estate Investment Trust,Fund,N,Pink Current
CDQFF,Dragon Legend Entmt Cda Inc.,Ordinary Shares,N,Grey Market
CDRBQ,Code Rebel Corporation,Common Stock,N,Grey Market
CDRL,Commodore International Corp.,Common Stock,N,Pink No Information
CDSAF,Cydsa SA,Ordinary Shares,N,Grey Market
CDSG,"China Dongsheng International, Inc.",Common Stock,N,Pink No Information
CDSTW,"CDTI Advanced Materials, Inc.",Warrants,N,Grey Market
CDTAF,"Carl Data Solutions, Inc.",Ordinary Shares,N,OTCQB
CDTI,"CDTI Advanced Materials, Inc.",Common Stock,N,Pink No Information
CDTTF,co.don AG,Ordinary Shares,N,Grey Market
CDUAF,Canadian Utilities Ltd.,Ordinary Shares,N,Pink Current
CDUTF,Canadian Utilities Ltd.,Preferred Stock,N,Grey Market
CDUUF,Canadian Utilities Ltd.,Ordinary Shares,N,Grey Market
CDVIQ,"Cal Dive International, Inc.",Common Stock,N,Pink No Information
CDVM,Carson Development Corporation,Common Stock,Y,Pink No Information
CDWD,"Cloudward, Inc.",Common Stock,Y,Pink No Information
CDWHF,CDW Holding Limited,Ordinary Shares,N,Pink Current
CDXI,"Cardax, Inc.",Common Stock,N,OTCQB
CDYCF,Cardero Resource Corp.,Ordinary Shares,N,Pink Current
CEBCF,China Everbright Bank Co Ltd.,Ordinary Shares,N,Pink Current
CEBNF,CIE Lebon SA,Ordinary Shares,N,Grey Market
CEBTF,Citychamp Watch & Jewellery Group Ltd.,Ordinary Shares,N,Pink Current
CEBUF,Cebu Air Inc,Ordinary Shares,N,Pink Current
CEBUY,Cebu Air Inc,American Depository Receipts,N,Pink Current
CECBF,Cellcube Energy Storage Sys Inc.,Ordinary Shares,N,OTCQB
CECL,"Cecil Bancorp, Inc.",Common Stock,N,Pink Current
CEENF,"UpSnap, Inc.",Ordinary Shares,N,Grey Market
CEFB,Central Florida State Bank (Belleview FL),Common Stock,N,Pink No Information
CEFC,Commercial National Financial Corp.,Common Stock,N,Pink Current
CEFLF,"Ceramic Fuel Cells, Ltd.",Ordinary Shares,N,Pink No Information
CEGMF,Cerro Grande Mining Corp.,Ordinary Shares,N,Grey Market
CEGX,"Cardinal Energy Group, Inc.",Common Stock,Y,Grey Market
CEHD,"China Electronics Holdings, Inc.",Common Stock,N,Pink No Information
CEINF,China Energine International Holdings Ltd.,Ordinary Shares,N,Grey Market
CEJOF,Cresco Ltd.,Ordinary Shares,N,Pink Current
CELKF,Cemtas Celik Makina Sanayi Ve Ticaret As,Ordinary Shares,N,Grey Market
CELO,Ceelox Inc.,Common Stock,Y,Grey Market
CELSF,Celsius Resources Ltd.,Ordinary Shares,N,Pink Current
CELTF,Centamin PLC,Ordinary Shares,N,Pink Current
CELX,"Celexpress, Inc.",Common Stock,N,Pink No Information
CELZ,"Creative Medical Technology Holdings, Inc.",Common Stock,N,OTCQB
CEOA,"CEO America, Inc.",Common Stock,Y,Grey Market
CEOHF,CNOOC Ltd.,Ordinary Shares,N,Pink Current
CEOMF,"Chenbro Micom Co., Ltd.",Ordinary Shares,N,Grey Market
CEOPF,CNPR Group,Ordinary Shares,N,Pink No Information
CEOS,"CeCors, Inc.",Common Stock,N,Pink Current
CEPPU,Crestwood Equity Partners LP,Other Security Type,N,Pink Current
CEQXF,Cequence Energy Ltd.,Common Stock,N,Pink Current
CERGF,Ceres Global Ag Corp.,Ordinary Shares,N,Pink Current
CERPQ,"Cereplast, Inc.",Common Stock,N,Pink No Information
CERX,"Colombia Energy Resources, Inc.",Common Stock,N,Pink No Information
CESDF,CES Energy Solutions Corp.,Ordinary Shares,N,Pink Current
CESDY,Companhia Energetica De Sao Paulo,American Depository Receipts,N,Pink Current
CESF,"CE Software, Inc.",Common Stock,N,Pink No Information
CESO,Central Service Corp.,Common Stock,N,Pink Current
CESTF,Chinese Estates Holdings Ltd.,Ordinary Shares,N,Pink Current
CESTY,Chinese Estates Holdings Ltd.,American Depository Receipts,N,Pink Current
CESX,CES Synergies Inc.,Common Stock,N,Pink No Information
CETEF,Cathedral Energy Services Ltd.,Ordinary Shares,N,Grey Market
CETG,"Capital City Energy Group, Inc.",Common Stock,N,Pink No Information
CETH,"China Energy Technology Corp., Ltd.",Common Stock,Y,Grey Market
CETHF,XBT Provider AB,Other Security Type,Y,Grey Market
CETY,"Clean Energy Technologies, Inc.",Common Stock,N,Pink Current
CEUGF,LT COML REAL ESTATE LTD,Ordinary Shares,N,Grey Market
CEUMF,Century Global Commodities Corp,Common Stock,N,Grey Market
CEVE,"Ceres Ventures, Inc.",Common Stock,N,Pink No Information
CEVIF,"China Everbright IHD Pacific Ltd,",Ordinary Shares,N,Pink Current
CEVIY,"China Everbright IHD Pacific Ltd,",American Depository Receipts,N,Pink Current
CEVMF,CTS Eventim AG & Co. KGAA,Ordinary Shares,N,Pink Current
CEXE,Circle Entertainment Inc.,Common Stock,N,Pink No Information
CEXPF,Cache Exploration Inc.,Ordinary Shares,N,Pink Current
CEYFF,Century Energy Ltd.,Ordinary Shares,N,Grey Market
CEYHF,Conergy AG,Ordinary Shares,N,Grey Market
CEZYY,CEZ A.S.,American Depository Receipts,N,Grey Market
CEZZY,CEZ A.S.,Global Depository Receipts,N,Grey Market
CFCC,"Corfacts, Inc.",Common Stock,Y,Pink No Information
CFCGY,Cafe de Coral Holdings Ltd.,American Depository Receipts,N,Grey Market
CFCX,Centric Financial Corp.,Common Stock,N,Pink Current
CFDB,Central Federal Bancshares Inc,Common Stock,N,Pink Current
CFDZF,Cofide Cia Finanziaria De Benedetti Spa Torino,Common Stock,N,Grey Market
CFDZY,Corporacion Financiera Colombiana S.A.,American Depository Receipts,N,Grey Market
CFEGF,China Nonferrous Gold Ltd,Ordinary Shares,N,Pink Current
CFFEF,Cibanco SA Energy Investment Trust,Ordinary Shares,N,Grey Market
CFFHF,CIFI Holdings GroupCo Ltd,Ordinary Shares,N,Grey Market
CFFMF,Cfoam Ltd,Ordinary Shares,N,Grey Market
CFGMF,California Gold Mining Inc.,Ordinary Shares,N,OTCQX International
CFGW,"Community Financial Group, Inc. (WA)",Common Stock,N,Pink Current
CFGX,"Capital Financial Global, Inc.",Common Stock,N,Pink Current
CFIC,Cornerstone Financial Corp. (NJ),Common Stock,N,Pink Current
CFIGY,Challenger Ltd.,American Depository Receipts,N,Pink Current
CFIN,Citizens Financial Corp.,Common Stock,N,Pink Current
CFLSF,Cash Financial Services Group Ltd,Ordinary Shares,N,Grey Market
CFMOF,Cofinimmo S.A.,Ordinary Shares,N,Grey Market
CFNB,California First National Bancorp,Common Stock,N,OTCQX U.S. Premier
CFNCF,Cie Financiere Tradition Lausanne ACT,Ordinary Shares,N,Grey Market
CFOK,Community First Bancorporation,Common Stock,N,Pink Current
CFOO,China Foods Holdings Ltd.,Common Stock,N,Pink Current
CFPI,"California Style Palms, Inc.",Common Stock,N,Pink No Information
CFPUF,"Canfor Pulp Products, Inc.",Ordinary Shares,N,Grey Market
CFPZF,Canfor Corp.,Ordinary Shares,N,Pink Current
CFRHF,Compagnie Financiere Richemont AG,Ordinary Shares,N,Pink Current
CFRI,"Conforce International, Inc.",Common Stock,N,Pink No Information
CFRLF,China Aircraft Leasing Group Holdings Ltd.,Ordinary Shares,N,Grey Market
CFRUY,Compagnie Financiere Richemont AG,American Depository Receipts,N,Pink Current
CFSKF,Chofu Seisakusho Co. Ltd.,Ordinary Shares,N,Grey Market
CFST,Communities First Financial Corporation,Common Stock,N,OTCQX U.S. Premier
CFSU,"Complete Financial Solutions, Inc.",Common Stock,N,Pink No Information
CFTLF,Chinasoft International Ltd.,Ordinary Shares,N,Grey Market
CFTN,Clifton Mining Co.,Common Stock,N,Pink Limited
CFWFF,Calfrac Well Services Ltd.,Ordinary Shares,N,Pink Current
CFXTF,Conifex Timber Inc.,Ordinary Shares,N,Grey Market
CFYFF,iShares Canadian Fundamental Index ETF,Exchange-Traded Fund,N,Grey Market
CGAAY,A2B Australia Ltd.,American Depository Receipts,N,Pink Current
CGAC,Code Green Apparel Corp.,Common Stock,N,Pink No Information
CGAM,Concorde Gaming Corp.,Common Stock,N,Grey Market
CGASY,China Resources Gas Group Ltd,American Depository Receipts,N,Pink Current
CGBLF,iShares Gold Bullion ETF Hedged,Exchange-Traded Fund,N,Grey Market
CGCO,Commerce Group Corp.,Common Stock,N,Pink No Information
CGDI,"China Growth Development, Inc.",Common Stock,N,Pink No Information
CGDXF,Candente Gold Corp,Ordinary Shares,N,Grey Market
CGEAF,Cogeco Communications Inc,Ordinary Shares,N,Pink Current
CGECF,Cogeco Inc.,Ordinary Shares,N,Grey Market
CGEI,"CGE Energy, Inc.",Common Stock,N,Pink Limited
CGEM,"Consolidated Gems, Inc.",Common Stock,N,Pink No Information
CGEMY,Capgemini SE,American Depository Receipts,N,Pink Current
CGFEF,CF Energy Corp.,Ordinary Shares,N,Grey Market
CGFI,"Colorado Goldfields, Inc.",Common Stock,Y,Grey Market
CGGGF,Coats Group PLC,Ordinary Shares,N,Pink Current
CGGJF,"Cargojet, Inc.",Ordinary Shares,N,Grey Market
CGGYY,CGG,American Depository Receipts,N,Pink Current
CGHBF,"Chong Hing Bank, Ltd.",Ordinary Shares,N,Grey Market
CGHC,"Capital Group Holdings, Inc.",Common Stock,N,Pink No Information
CGHLY,China Gas Holdings Ltd.,American Depository Receipts,N,Pink Current
CGHOF,China Gas Holdings Ltd.,Ordinary Shares,N,Pink Current
CGHUF,"Chuang Consortium, Inc.",Ordinary Shares,N,Grey Market
CGIFF,Chemtrade Logistics Income Fund,Fund,N,Grey Market
CGIP,"Celadon Group, Inc.",Common Stock,N,Pink No Information
CGIUF,ESR REIT,Fund,N,Grey Market
CGJTF,"Cargojet, Inc.",Ordinary Shares,N,Grey Market
CGKEF,Chugoku Electric Power Company,Ordinary Shares,N,Grey Market
CGKEY,Chugoku Electric Power Company,American Depository Receipts,N,Pink Current
CGKOY,"Citigroup Korea, Inc.",American Depository Receipts,N,Grey Market
CGLD,Buscar Company,Common Stock,N,Pink No Information
CGLDF,Core Gold Inc.,Ordinary Shares,N,OTCQX International
CGMBF,"China Minsheng Banking Corp., Ltd.",Ordinary Shares,N,Pink Current
CGMLF,Chalice Gold Mines Ltd.,Ordinary Shares,N,Pink Current
CGNGY,Clinigen Group PLC,American Depository Receipts,N,Grey Market
CGNH,CardioGenics Holdings Inc.,Common Stock,N,Pink No Information
CGNMF,CGN MINING COMPANY LTD.,Ordinary Shares,N,Pink Current
CGNSF,Cognetivity Neurosciences Ltd.,Common Stock,N,OTCQB
CGNWF,CGN PWR CO LTD,Ordinary Shares,N,Grey Market
CGOL,Contact Gold Corp,Common Stock,N,Grey Market
CGOOF,Continental Gold Inc,Ordinary Shares,N,OTCQX International
CGPVF,CGG,Ordinary Shares,N,Grey Market
CGPZF,C&C Group Plc,Ordinary Shares,N,Pink Current
CGRA,"CGrowth Capital, Inc.",Common Stock,N,Pink Current
CGRIF,"Canadian General Investments, Limited",Ordinary Shares,N,Pink Current
CGROF,Character Group PLC,Ordinary Shares,N,Grey Market
CGRT,CorGreen Technologies Holding Corp.,Common Stock,Y,Grey Market
CGRW,"Cannagrow Holdings, Inc.",Common Stock,N,Pink Current
CGSO,"Centergistic Solutions, Inc.",Common Stock,N,Pink No Information
CGSXF,China TopReach Inc.,Ordinary Shares,N,Pink No Information
CGTFF,Columbus Gold Corp.,Ordinary Shares,N,OTCQX International
CGUD,"Com-Guard.com, Inc.",Common Stock,N,Pink Current
CGUIF,Casino Guichard Perrachon SA,Ordinary Shares,N,Pink Current
CGUSY,Casino Guichard Perrachon SA,American Depository Receipts,N,Pink Current
CGXEF,CGX Energy Inc.,Ordinary Shares,N,Pink Current
CGXYF,China Galaxy Securities Co Ltd.,Ordinary Shares,N,Grey Market
CGXYY,China Galaxy Securities Co Ltd.,American Depository Receipts,N,Pink Current
CGYG,"China Longyi Group International Holdings, Ltd.",Common Stock,Y,Pink No Information
CGYV,"China Energy Recovery, Inc.",Common Stock,N,Pink No Information
CHAA,ChatAND Inc,Common Stock,N,Pink No Information
CHAG,"Chancellor Group, Inc.",Common Stock,N,Pink No Information
CHAJF,China Assets Holdings Ltd.,Ordinary Shares,N,Pink No Information
CHAM,"Champion Investments, Inc.",Common Stock,N,Pink No Information
CHBAF,"Chiba Bank, Ltd. (The)",Ordinary Shares,N,Grey Market
CHBAY,"Chiba Bank, Ltd. (The)",American Depository Receipts,N,Pink Current
CHBH,"Croghan Bancshares, Inc.",Common Stock,N,OTCQX U.S. Premier
CHBJF,"China Citic Bank Corp., Ltd.",Ordinary Shares,N,Pink Current
CHBLF,Chugoku Bank Ltd.,Ordinary Shares,N,Grey Market
CHBU,"China Agri-Business, Inc.",Common Stock,N,Pink No Information
CHCC,China Chemical Corp.,Common Stock,N,Pink No Information
CHCDF,China Merchant China Direct Investments Ltd.,Ordinary Shares,N,Grey Market
CHCJY,"China Citic Bank Corp., Ltd.",American Depository Receipts,N,Pink Current
CHCLF,"Citizen Watch Co., Ltd.",Ordinary Shares,N,Grey Market
CHCLY,"Citizen Watch Co., Ltd.",American Depository Receipts,N,Pink Current
CHCR,Comprehensive Care Corp.,Common Stock,N,Pink No Information
CHCX,"CTGX Mining, Inc.",Common Stock,N,Pink No Information
CHDGF,COSCO International Holdings Ltd.,Ordinary Shares,N,Pink Current
CHDRF,Christian Dior S.E.,Ordinary Shares,N,Pink Current
CHDRY,Christian Dior S.E.,American Depository Receipts,N,Pink Current
CHEAF,China Eastern Airlines Corp. Ltd.,Ordinary Shares,N,Grey Market
CHEOF,CochLear Ltd.,Ordinary Shares,N,Pink Current
CHEOY,CochLear Ltd.,American Depository Receipts,N,Pink Current
CHERF,"Catcher Co., Ltd.",Ordinary Shares,N,Grey Market
CHEXF,"Avivagen, Inc.",Ordinary Shares,N,Pink Current
CHFFF,China Everbright International Ltd.,Ordinary Shares,N,Pink Current
CHFFY,China Everbright International Ltd.,American Depository Receipts,N,Pink Current
CHFHY,China Foods Ltd.,American Depository Receipts,N,Pink Current
CHFI,"China Finance, Inc.",Common Stock,Y,Pink No Information
CHGCF,"Chugai Pharmaceutical Co., Ltd.",Ordinary Shares,N,Pink Current
CHGCY,"Chugai Pharmaceutical Co., Ltd.",American Depository Receipts,N,Pink Current
CHGGF,"Chong Hong Construction Co., Ltd.",Ordinary Shares,N,Grey Market
CHGH,China Herb Group Holdings Corp,Common Stock,N,OTCQB
CHGI,"China Carbon Graphite Group, Inc.",Common Stock,N,Pink Current
CHGS,"China GengSheng Minerals, Inc.",Common Stock,N,Grey Market
CHGT,Changing Technologies Inc,Common Stock,Y,Pink No Information
CHHCF,CHC Group LLC,Ordinary Shares,N,Grey Market
CHHE,"China Health Industries Holdings, Inc.",Common Stock,N,OTCQB
CHHHF,Centric Health Corp.,Ordinary Shares,N,Pink Current
CHHL,"China Holdings, Inc.",Common Stock,Y,Pink No Information
CHHQY,China Hongqiao Group Limited,American Depository Receipts,N,Pink Current
CHHTF,China Touyan Tech Group Ltd,Ordinary Shares,N,Grey Market
CHHVF,Ceva Hldgs LLC,Ordinary Shares,N,Grey Market
CHIF,China Food & Beverage Co.,Common Stock,N,Pink No Information
CHIT,"Cherubim Interests, Inc.",Common Stock,Y,Grey Market
CHIZF,China Traditional Chinese Medicine Corporation Ltd.,Ordinary Shares,N,Pink Current
CHJHF,China Telecom Corporation Ltd.,Ordinary Shares,N,Pink Current
CHJI,"China Changjiang Mining & New Energy Co., LTD.",Common Stock,N,Pink No Information
CHJTF,CSPC Pharmaceuticals Group Ltd.,Ordinary Shares,N,Grey Market
CHKDG,Chesapeake Energy Corp.,Preferred Stock,N,OTCQB
CHKDH,Chesapeake Energy Corp.,Preferred Stock,N,OTCQB
CHKDJ,Chesapeake Energy Corp.,Preferred Stock,N,OTCQB
CHKDP,Chesapeake Energy Corp.,Preferred Stock,N,OTCQB
CHKGF,CK Asset Hldgs Ltd,Ordinary Shares,N,Pink Current
CHKIF,China Southern Airlines Co. Ltd.,Ordinary Shares,N,Pink Current
CHKKF,Chakana Copper Corp.,Ordinary Shares,N,OTCQB
CHKVP,Chesapeake Energy Corp.,Preferred Stock,N,OTCQB
CHKVZ,Chesapeake Energy Corp.,Preferred Stock,N,OTCQB
CHKWZ,Chesapeake Energy Corp.,Preferred Stock,N,OTCQB
CHLE,Centennial Specialty Foods Corp.,Common Stock,N,Pink No Information
CHLFF,Capital Holdings Fds PLC,Ordinary Shares,N,Grey Market
CHLKF,China Mobile Ltd.,Ordinary Shares,N,Pink Current
CHLLF,China Literature Limited,Ordinary Shares,N,Pink Current
CHLLY,China Literature Limited,American Depository Receipts,N,Grey Market
CHLO,"China Logistics Group, Inc.",Common Stock,Y,Grey Market
CHLRF,Scholium Group PLC,Ordinary Shares,N,Grey Market
CHLTF,Cache Logistics Trust,Other Security Type,N,Pink Current
CHLXF,Crusader Resources Ltd.,Ordinary Shares,N,Grey Market
CHMCF,Chinaamc Etf,Fund,N,Pink Current
CHMD,Median Group Inc.,Common Stock,N,Pink No Information
CHME,China Medicine Corp.,Common Stock,N,Pink No Information
CHMJF,Chemistree Technology Inc.,Ordinary Shares,N,OTCQB
CHMN,Chester Mining Co.,Common Stock,N,Pink No Information
CHMOF,Chikaranomoto Holdings Co.,Ordinary Shares,N,Pink Current
CHMP,"Champion Industries, Inc.",Common Stock,N,Pink No Information
CHMR,Chimera Energy Corp.,Common Stock,Y,Grey Market
CHNC,China Infrastructure Construction Corp.,Common Stock,N,Pink Current
CHND,"China Media, Inc.",Common Stock,N,Pink Current
CHNGQ,"China Natural Gas, Inc.",Common Stock,Y,Pink No Information
CHNO,"Chill N Out Cryotherapy, Inc.",Common Stock,N,Pink No Information
CHNPF,Chin-Poon Industrial Co. Ltd.,Ordinary Shares,N,Grey Market
CHNTF,China LNG Group Ltd.,Ordinary Shares,N,Grey Market
CHNUF,"China Education Resources, Inc.",Ordinary Shares,N,OTCQB
CHNVF,CHINA YOUZAN LTD.,Ordinary Shares,N,Pink Current
CHOB,Charter Oak Bank (CA),Common Stock,Y,Pink No Information
CHOLF,China Oilfield Services Ltd.,Ordinary Shares,N,Pink Current
CHOOF,Choom Hldgs Inc.,Ordinary Shares,N,OTCQB
CHOPF,China Gerui Advanced Materials Group Ltd.,Common Stock,N,Pink No Information
CHOWF,Chow Sang Sang Holdings International Ltd.,Ordinary Shares,N,Grey Market
CHPFF,Charoen Pokphand Foods plc,Ordinary Shares,N,Pink Current
CHPGF,Chesapeake Gold Corp.,Ordinary Shares,N,OTCQX International
CHPLF,Chapmans Ltd.,Ordinary Shares,N,Pink Current
CHPMF,Munsun Cap Group Ltd,Ordinary Shares,N,Pink Current
CHPRF,"Champion Iron, Ltd.",Ordinary Shares,N,Pink Current
CHPXF,China Pacific Insurance Group Co Ltd,Ordinary Shares,N,Pink Current
CHPXY,China Pacific Insurance Group Co Ltd,American Depository Receipts,N,Pink Current
CHRI,"China Health Resource, Inc.",Common Stock,Y,Grey Market
CHRNY,China Reins Group Corp.,American Depository Receipts,N,Grey Market
CHRRF,"Chorus Aviation, Inc.",Ordinary Shares,N,Grey Market
CHRYY,Chorus Limited,American Depository Receipts,N,Pink Current
CHSH,"China Shoe Holdings, Inc.",Common Stock,N,Pink No Information
CHSO,China Shouguan Investment Holding Group Corp,Common Stock,N,Pink No Information
CHSTF,"China High Speed Transmission Equipment Group Co., Ltd.",Ordinary Shares,N,Grey Market
CHSTY,"China High Speed Transmission Equipment Group Co., Ltd.",American Depository Receipts,N,Pink Current
CHSY,"China Medical Systems, Inc.",Common Stock,N,Pink No Information
CHSYF,China Medical System Holdings Ltd,Ordinary Shares,N,Grey Market
CHTEF,CRCC High Tech Equipment Corp Ltd.,Ordinary Shares,N,Pink Current
CHTM,Chatham Corp.,Common Stock,N,Pink No Information
CHTYF,Charles Taylor Group Plc,Ordinary Shares,N,Grey Market
CHUEF,Chubu Electric Power,Ordinary Shares,N,Grey Market
CHUFF,China Unicom (Hong Kong) Ltd.,Ordinary Shares,N,Pink Current
CHVEF,Charisma Energy Services Ltd.,Ordinary Shares,N,Grey Market
CHVKF,"China Vanke Co., Ltd.",Ordinary Shares,N,Pink Current
CHVKY,"China Vanke Co., Ltd.",American Depository Receipts,N,Pink Current
